ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
2388,Chen Tianqiao,1.2,China,online games,2378,47,"Atherton, California",China,Married,2,"Bachelor of Arts/Science, Fudan University",True,1978-01-01
2389,Henry Cheng,1.2,Hong Kong,diversified,2378,74,"Hong Kong, Hong Kong",Hong Kong,Married,4,"Bachelor of Arts/Science, The University of Western Ontario - Richard Ivey School of Business; Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business",False,1951-01-01
2390,Cheng Wei,1.2,China,ride-hailing service,2378,38,"Beijing, China",China,,0,,True,1987-01-01
2391,Chey Ki-won,1.2,South Korea,"computer services, telecom",2378,56,"Seoul, South Korea",South Korea,Divorced,0,,False,1969-01-01
2392,Chua Thian Poh,1.2,Singapore,real estate,2378,72,"Singapore, Singapore",Singapore,Married,4,,True,1953-01-01
2393,Ronald Clarke,1.2,United States,payments technology,2378,65,"Duluth, Georgia",United States,Married,2,"Bachelor of Arts/Science, Colby College; Master of Business Administration, Cornell University",True,1960-01-01
2394,Sandor Csanyi,1.2,Hungary,"finance, real estate",2378,68,"Budapest, Hungary",Hungary,Married,5,,True,1957-01-01
2395,Diego Della Valle,1.2,Italy,shoes,2378,67,"Sant'' Elpidio A Mare, Italy",Italy,Married,2,,False,1958-01-01
2396,Deng Hui & family,1.2,United States,software,2378,59,"Hangzhou, China",United States,Married,0,"Ph.D, Washington University in St. Louis",True,1966-01-01
2397,Carl DeSantis,1.2,United States,energy drink,2378,81,"Delray Beach, Florida",United States,,0,,True,1944-01-01
2398,Mathias Doepfner,1.2,Germany,Media,2378,58,,Germany,,0,,False,1967-01-01
2399,Aydin Dogan,1.2,Turkey,media,2378,85,"Istanbul, Turkey",Turkey,Married,4,,True,1940-01-01
2400,Marek Dospiva,1.2,Czechia,investments,2378,51,"Prague, Czechia",Czechia,Divorced,0,,True,1974-01-01
2401,Wesley Edens,1.2,United States,investments,2378,59,"New York, New York",United States,Married,4,"Bachelor of Arts/Science, Oregon State University",True,1966-01-01
2402,Wolfgang Egger,1.2,Germany,real estate,2378,55,"Augsburg, Germany",Germany,,1,,True,1970-01-01
2403,Gabriel Escarrer,1.2,Spain,hotels,2378,86,"Palma de Majorca, Spain",Spain,Married,6,,True,1939-01-01
2404,Fan Zhaoxia & family,1.2,China,photovoltaic equipment,2378,53,"Beijing, China",China,Married,0,,True,1972-01-01
2405,Clement Fayat & family,1.2,France,construction,2378,89,"Saint-Émilion, France",France,Married,0,,True,1936-01-01
2406,Gleb Fetisov,1.2,Russia,investments,2378,54,"Moscow, Russia",Russia,Married,3,"Doctorate, Moscow State University",True,1971-01-01
2407,Benedicte Find,1.2,Denmark,medical devices,2378,0,"Copenhagen, Denmark",Denmark,,0,,False,0000-01-01
2408,J. Christopher Flowers,1.2,United States,investments,2378,63,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Harvard University",True,1962-01-01
2409,Dan Gertler,1.2,Israel,mining,2378,47,"Bnei Brak, Israel",Israel,Married,11,"Diploma, High School",False,1978-01-01
2410,Premchand Godha,1.2,India,pharmaceuticals,2378,74,"Mumbai, India",India,Married,2,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan",True,1951-01-01
2411,Lance Gokongwei,1.2,Philippines,diversified,2378,53,"Manila, Philippines",Philippines,Married,0,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science",False,1972-01-01
2412,Lawrence Golub,1.2,United States,private equity,2378,61,"New York, New York",United States,,0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School",True,1964-01-01
2413,Ryan Graves,1.2,United States,uber,2378,37,"Kauai, Hawaii",United States,Married,4,"Bachelor of Arts/Science, Miami University of Ohio",True,1988-01-01
2414,Mehmet Nazif Gunal,1.2,Turkey,"tourism, construction",2378,73,"Istanbul, Turkey",Turkey,Married,3,,True,1952-01-01
2415,Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54,"Monte Carlo, Monaco",Cyprus,Single,0,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics",False,1971-01-01
2416,Alfredo Harp Helu & family,1.2,Mexico,banking,2378,77,"Mexico City, Mexico",Mexico,Married,4,,True,1948-01-01
2417,Jaroslav Hascak,1.2,Slovakia,investments,2378,51,"Bratislava, Slovakia",Slovakia,Married,0,,True,1974-01-01
2418,Hong Seok-joh,1.2,South Korea,convenience stores,2378,68,"Seoul, South Korea",South Korea,Married,1,"Master of Laws, Harvard University; Law Degree, Seoul National University",False,1957-01-01
2419,Hu Xiaojun & family,1.2,China,Airline,2378,59,"Guiyang, China",China,Married,0,,True,1966-01-01
2420,Huang Shanbing & family,1.2,China,semiconductors,2378,64,"Qidong, China",China,Married,0,,True,1961-01-01
2421,Huang Yimeng,1.2,China,mobile games,2378,39,"Shanghai, China",China,,0,,True,1986-01-01
2422,Jonas Kamprad,1.2,Sweden,IKEA,2378,55,"London, United Kingdom",Sweden,Married,2,,False,1970-01-01
2423,Mathias Kamprad,1.2,Sweden,IKEA,2378,51,"London, United Kingdom",Sweden,Divorced,2,,False,1974-01-01
2424,Peter Kamprad,1.2,Sweden,IKEA,2378,57,"Tervuren, Belgium",Sweden,Married,2,,False,1968-01-01
2425,Eugene Kaspersky,1.2,Russia,software,2378,55,"Moscow, Russia",Russia,Divorced,4,"Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",True,1970-01-01
2426,Kim Dae-il,1.2,South Korea,mobile gaming,2378,41,"Anyang, South Korea",South Korea,Married,1,,True,1984-01-01
2427,Kim Jung-woong,1.2,South Korea,cosmetics,2378,46,"Seoul, South Korea",South Korea,Married,1,"Associate in Arts/Science, Daelim University",True,1979-01-01
2428,Kazutoshi Kobayashi,1.2,Japan,cosmetics,2378,58,"Tokyo, Japan",Japan,,0,,False,1967-01-01
2429,Masanori Kobayashi,1.2,Japan,cosmetics,2378,48,"Tokyo, Japan",Japan,,0,,False,1977-01-01
2430,Takao Kobayashi,1.2,Japan,cosmetics,2378,56,"Tokyo, Japan",Japan,,0,,False,1969-01-01
2431,Hakan Koc,1.2,Germany,online car sales,2378,36,"Berlin, Germany",Germany,,0,"Bachelor of Law, Bucerius Law School",True,1989-01-01
2432,Andrei Komarov,1.2,Russia,manufacturing,2378,54,"Moscow, Russia",Russia,Married,6,"Bachelor of Arts/Science, Moscow Institute of Chemical Engineering",True,1971-01-01
2433,Koo Bon-joon,1.2,South Korea,"electronics, household products",2378,69,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Seoul National University; Master of Business Administration, University of Chicago",False,1956-01-01
2434,Koo Bon-neung,1.2,South Korea,electronics,2378,72,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University",False,1953-01-01
2435,Koo Bon-sik,1.2,South Korea,LG,2378,62,"Seoul, South Korea",South Korea,Married,3,"Master, University of Michigan",False,1963-01-01
2436,Kwek Leng Peck,1.2,Singapore,diversified,2378,65,"Singapore, Singapore",Singapore,Married,0,,False,1960-01-01
2437,Joe Lacob,1.2,United States,Golden State Warriors,2378,65,"Atherton, California",United States,Married,4,"Master of Business Administration, Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine",True,1960-01-01
2438,Guy Laliberté,1.2,Canada,Cirque du Soleil,2378,61,"Montreal, Canada",Canada,In Relationship,5,,True,1964-01-01
2439,Lee Jay-hyun,1.2,South Korea,"food products, entertainment",2378,61,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University",False,1964-01-01
2440,Li Fengluan,1.2,China,"steel, diversified",2378,59,"Ruzhou, China",China,Married,0,,True,1966-01-01
2441,Lin Jie & family,1.2,China,pharmaceuticals,2378,52,"Taizhou, China",China,Married,0,,True,1973-01-01
2442,Liu Baolin,1.2,China,pharmacies,2378,67,"Wuhan, China",China,Married,2,,True,1958-01-01
2443,Liu Gexin & family,1.2,China,pharmaceuticals,2378,69,"Chengdu, China",China,Married,1,"Medical Doctor, Chongqing Universtiy",True,1956-01-01
2444,Lou Guoqiang,1.2,China,copper,2378,64,"Ningbo, China",China,,0,,True,1961-01-01
2445,Lu Shenglin,1.2,China,machinery,2378,40,"Dongguan, China",China,,0,,True,1985-01-01
2446,Lu Zhilin,1.2,China,machinery,2378,38,"Dongguan, China",China,,0,,True,1987-01-01
2447,Frederic Luddy,1.2,United States,software,2378,66,"San Diego, California",United States,Single,1,"Drop Out, Indiana University",True,1959-01-01
2448,Lun Ruixiang & family,1.2,China,real estate,2378,53,"Hong Kong, Hong Kong",China,Married,0,,True,1972-01-01
2449,Alexander Lutsenko & family,1.2,Russia,agribusiness,2378,59,Kaliningrad,Russia,Married,2,,True,1966-01-01
2450,Bill Malhotra,1.2,Canada,real estate,2378,71,"Ottawa, Canada",Canada,Married,2,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani",True,1954-01-01
2451,Jorge Mas,1.2,United States,Construction,2378,58,"Miami, Florida",United States,Married,3,"Master of Business Administration, University of Miami",False,1967-01-01
2452,Muneaki Masuda,1.2,Japan,retail,2378,70,"Osaka, Japan",Japan,Married,2,"Bachelor of Arts/Science, Doshisha University",True,1955-01-01
2453,Andrei Molchanov,1.2,Russia,construction materials,2378,49,"Moscow, Russia",Russia,Married,6,"Masters of Public Administration, Russian State Academy of Management; Bachelor of Arts/Science, St Petersburg State University",True,1976-01-01
2454,Ulrich Mommert & family,1.2,Austria,lighting,2378,80,,Austria,,0,,True,1945-01-01
2455,Taichiro Motoe,1.2,Japan,Internet services,2378,45,"Kashiwa, Japan",Japan,,0,,True,1980-01-01
2456,Mou Jinxiang,1.2,China,chemicals,2378,67,"Taizhou, China",China,,0,,True,1958-01-01
2457,Udo Mueller,1.2,Germany,advertising,2378,59,"Cologne, Germany",Germany,,0,,True,1966-01-01
2458,Nguyen Dang Quang,1.2,Vietnam,"consumer products, banking",2378,57,"Ho Chi Minh City, Vietnam",Vietnam,Married,3,,True,1968-01-01
2459,Simon Nixon,1.2,United Kingdom,price comparison website,2378,53,"St. Brelade, Jersey, United Kingdom",United Kingdom,Single,0,"Drop Out, Nottingham University",True,1972-01-01
2460,Liora Ofer,1.2,Israel,investments,2378,67,"Tel Aviv, Israel",Israel,Separated,2,,False,1958-01-01
2461,Roberto Ongpin,1.2,Philippines,diversified,2378,84,"Manila, Philippines",Philippines,Married,4,"Master of Business Administration, Harvard University",True,1941-01-01
2462,Eren Ozmen,1.2,United States,aerospace,2378,62,"Reno, Nevada",United States,Married,2,"Master of Business Administration, University of Nevada at Reno",True,1963-01-01
2463,Fatih Ozmen,1.2,United States,aerospace,2378,63,"Reno, Nevada",United States,Married,0,,True,1962-01-01
2464,Chamath Palihapitiya,1.2,United States,★,2378,44,"Atherton, California",United States,In Relationship,3,"Bachelor of Engineering, University of Waterloo",True,1981-01-01
2465,Murdaya Poo,1.2,Indonesia,diversified,2378,80,"Jakarta, Indonesia",Indonesia,Married,4,,False,1945-01-01
2466,G.V. Prasad,1.2,India,pharmaceuticals,2378,60,"Hyderabad, India",India,Married,3,"Bachelor of Science in Engineering, Illinois Institute of Technology; Master, Purdue University",False,1965-01-01
2467,Michael Price,1.2,United States,investments,2378,68,"Far Hills, New Jersey",United States,Married,4,"Bachelor of Arts/Science, University of Oklahoma",False,1957-01-01
2468,Qin Qingping & family,1.2,China,coal & coke,2378,58,"Dezhou, China",China,Married,0,,True,1967-01-01
2469,Qiu Dongxu,1.2,Canada,pharmaceutical,2378,61,"Tianjin, China",Canada,,0,,True,1964-01-01
2470,Rao Wei & family,1.2,China,pharmaceuticals,2378,56,"Shenzhen, China",China,,0,"Doctorate, Wuhan University of Technology",True,1969-01-01
2471,Andrei Rappoport,1.2,Russia,investments,2378,57,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Donetsk National University",True,1968-01-01
2472,Dani Reiss,1.2,Canada,down jackets,2378,47,"Toronto, Canada",Canada,Married,0,"Bachelor of Arts/Science, University of Toronto",False,1978-01-01
2473,Ren Zhengfei,1.2,China,telecom equipment,2378,77,"Shenzhen, China",China,,0,,True,1948-01-01
2474,Duke Reyes,1.2,United States,beer distribution,2378,64,"Palm Beach, Florida",United States,Married,0,,False,1961-01-01
2475,Boris Rotenberg,1.2,Russia,"construction, pipes, chemicals",2378,64,"Moscow, Russia",Russia,Married,5,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",True,1961-01-01
2476,Chris Sacca,1.2,United States,venture capital investing,2378,45,"Truckee, California",United States,Married,2,"Bachelor of Arts/Science, Georgetown University; Doctor of Jurisprudence, Georgetown University",True,1980-01-01
2477,Alexander Samwer,1.2,Germany,tech investments,2378,46,"Munich, Germany",Germany,Married,1,"Master of Business Administration, Harvard Business School; Master of Arts, Oxford University",True,1979-01-01
2478,Marc Samwer,1.2,Germany,tech investments,2378,50,"Munich, Germany",Germany,Married,2,"LLM, University of Cologne",True,1975-01-01
2479,Hajime Satomi,1.2,Japan,"video games, pachinko",2378,79,"Tokyo, Japan",Japan,Married,3,,True,1946-01-01
2480,James Scapa,1.2,United States,software,2378,64,"Atherton, California",United States,Married,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan",True,1961-01-01
2481,Albert Shigaboutdinov,1.2,Russia,"refinery, chemicals",2378,68,"Kazan, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazan State Technical University",True,1957-01-01
2482,Kavita Singhania,1.2,India,cement,2378,59,"Chennai, India",India,Widowed,0,,False,1966-01-01
2483,Ronald Slabke,1.2,Germany,fintech,2378,0,"Berlin, Germany",Germany,,0,,True,0000-01-01
2484,Mike Speiser,1.2,United States,software,2378,50,"San Francisco, California",United States,Single,0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona",True,1975-01-01
2485,Michael Steinhardt,1.2,United States,hedge funds,2378,80,"Mount Kisco, New York",United States,Married,0,University of Pennsylvania,True,1945-01-01
2486,Nik Storonsky,1.2,United Kingdom,fintech,2378,36,"London, United Kingdom",United Kingdom,Married,2,"Master of Science, Moscow Institute of Physics and Technology",True,1989-01-01
2487,Sergei Sudarikov,1.2,Russia,"finance, development",2378,49,"Moscow, Russia",Russia,Married,3,"Master of Science, Moscow State University",True,1976-01-01
2488,Winarko Sulistyo,1.2,Indonesia,paper and pulp,2378,75,"Jakarta, Indonesia",Indonesia,Married,1,,True,1950-01-01
2489,Rustem Sulteev,1.2,Russia,"refinery, chemicals",2378,67,"Kazan, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering",True,1958-01-01
2490,Sam Tarascio,1.2,Australia,real estate,2378,76,"Melbourne, Australia",Australia,Married,3,,True,1949-01-01
2491,Nutchamai Thanombooncharoen,1.2,Thailand,energy drinks,2378,59,"Bangkok, Thailand",Thailand,Married,2,"Bachelor of Arts/Economics, Silpakorn University; Master of Arts, Thammasat University",True,1966-01-01
2492,Laurie Tisch,1.2,United States,"insurance, NFL team",2378,70,"New York, New York",United States,Divorced,2,,False,1955-01-01
2493,Steven Tisch,1.2,United States,insurance,2378,72,"Beverly Hills, California",United States,,5,,False,1953-01-01
2494,Robert Toll,1.2,United States,home building,2378,80,"Miami Beach, Florida",United States,Married,5,"Bachelor of Arts/Science, Cornell University; LLB, University of Pennsylvania",True,1945-01-01
2495,Thomas Tull,1.2,United States,"movies, investments",2378,50,"Pittsburgh, Pennsylvania",United States,Married,0,,True,1975-01-01
2496,Thongma Vijitpongpun,1.2,Thailand,real estate,2378,63,"Bangkok, Thailand",Thailand,Married,1,,True,1962-01-01
2497,Thomas von Koch,1.2,Sweden,asset management,2378,55,"Hong Kong, Hong Kong",Sweden,Married,0,,True,1970-01-01
2498,Wan Feng & family,1.2,China,medical equipment,2378,52,"Shenzhen, China",China,,0,,True,1973-01-01
2499,Wang Fuji,1.2,China,pharmaceuticals,2378,0,"Zhangzhou, China",China,,0,,True,0000-01-01
2500,Wang Jianyi,1.2,China,fiber optic cables,2378,58,"Hangzhou, China",China,Married,0,"Associate in Arts/Science, Zhejiang University of Technology",True,1967-01-01
2501,Wang Qunbin,1.2,China,conglomerate,2378,0,"Shanghai, China",China,,0,"Bachelor of Arts/Science, Fudan University",True,0000-01-01
2502,Wang Ren-sheng,1.2,Taiwan,retail,2378,89,"Zhengzhou, China",Taiwan,Married,3,National Taitung University,True,1936-01-01
2503,Wang Shumin,1.2,China,manufacturing,2378,64,"Beijing, China",China,,0,,True,1961-01-01
2504,Allan Wong,1.2,Hong Kong,electronics,2378,71,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,"Bachelor of Science in Engineering, University of Hong Kong; Master of Science, University of Wisconsin",True,1954-01-01
2505,Wu Li-gann,1.2,Taiwan,electronic components,2378,80,"Kaohsiung, Taiwan",Taiwan,Married,0,"Bachelor of Arts/Science, Tunghai University",True,1945-01-01
2506,Xiang Guangda,1.2,China,metals,2378,63,"Wenzhou, China",China,,0,,True,1962-01-01
2507,Xiong Haitao,1.2,China,plastics/investment,2378,57,"Guangzhou, China",China,Married,0,,True,1968-01-01
2508,Xu Guifen & family,1.2,China,food,2378,70,"Nanchang, China",China,Married,0,,True,1955-01-01
2509,Yao Liangbo,1.2,China,furniture retailing,2378,52,"Guangzhou, China",China,,0,,True,1973-01-01
2510,Yi Xianzhong & family,1.2,China,pharmaceuticals,2378,62,"Guangzhou, China",China,,0,,True,1963-01-01
2511,Yu Xuefeng,1.2,Canada,pharmaceuticals,2378,58,"Tianjin, China",Canada,,0,,True,1967-01-01
2512,Yuan Jiandong & family,1.2,China,pharmaceuticals,2378,0,"Suzhou, China",China,,0,"Bachelor of Arts/Science, Peking University; Doctorate, State University of New York at Albany",True,0000-01-01
2513,Alan Zekelman,1.2,Canada,steel,2378,58,"Bloomfield Hills, Michigan",Canada,,0,"Master of Science, University of Rochester; Bachelor of Commerce, University of Toronto",False,1967-01-01
2514,Zhang Chuanwei & family,1.2,China,machinery,2378,58,"Zhongshan, China",China,Married,0,,True,1967-01-01
2515,Zhang Xi,1.2,China,chemicals,2378,47,"Dongying, China",China,Married,0,"Master, University of Houston",True,1978-01-01
2516,Zhang Xuanning,1.2,China,retail,2378,50,"Fuzhou, China",China,,0,,True,1975-01-01
2517,Zhao Dongping,1.2,China,technology,2378,44,"Changsha, China",China,,0,,True,1981-01-01
2518,Zheng Jianjiang & family,1.2,China,electrical equipment,2378,60,"Ningbo, China",China,Married,0,,True,1965-01-01
2519,Zheng Xiaodong,1.2,China,manufacturing,2378,57,"Shanghai, China",China,,0,,True,1968-01-01
2520,Zhou Minghua,1.2,China,pharmaceutical,2378,57,"Linhai, China",China,,0,"Bachelor of Science, Zhejiang University of Technology",True,1968-01-01
2521,Zhou Ruxin,1.2,China,Navigation,2378,58,"Beijing, China",China,,0,"Master of Business Administration, Beijing University; Master of Science, Nankai University",True,1967-01-01
2522,Zhou Wen & family,1.2,China,chemicals,2378,56,"Shanghai, China",China,Married,0,,True,1969-01-01
2523,Zhou Yifeng & family,1.2,China,liquefied petroleum gas,2378,42,"Zhangjiagang, China",China,Married,0,,True,1983-01-01
2524,Radhe Shyam Agarwal,1.1,India,consumer goods,2524,76,"Kolkata, India",India,Married,3,"LLB, Calcutta University; M.Com, Calcutta University; Chartered Accountant, Institute of Chartered Accountants of India; Company Secretary, Institute of Company Secretaries of India",True,1949-01-01
2525,Danna Azrieli,1.1,Israel,Real estate,2524,53,"Herzliya, Israel",Israel,,0,,False,1972-01-01
2526,Naomi Azrieli,1.1,Canada,Real estate,2524,55,"Toronto, Canada",Canada,,0,,False,1970-01-01
2527,Sharon Azrieli,1.1,Canada,Real estate,2524,60,"Montreal, Canada",Canada,,0,,False,1965-01-01
2528,Bai Houshan,1.1,China,lithium battery,2524,57,"Ningbo, China",China,,0,,True,1968-01-01
2529,Binny Bansal,1.1,India,flipkart,2524,38,"Singapore, Singapore",India,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology",True,1987-01-01
2530,Eduardo Belmont Anderson,1.1,Peru,cosmetics,2524,75,"Lima, Peru",Peru,Married,3,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill",True,1950-01-01
2531,John Bicket,1.1,United States,sensor systems,2524,41,"San Francisco, California",United States,Married,2,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology",True,1984-01-01
2532,Sanjit Biswas,1.1,United States,sensor systems,2524,39,"San Francisco, California",United States,Married,3,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University",True,1986-01-01
2533,Lloyd Blankfein,1.1,United States,banking,2524,66,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University",True,1959-01-01
2534,Thomas Bruch,1.1,Germany,retail,2524,71,"St. Wendel, Germany",Germany,Married,3,,False,1954-01-01
2535,Cai Hongbin,1.1,China,pharmaceuticals,2524,0,"Lianyungang, China",China,,0,,True,0000-01-01
2536,Cao Jianwei,1.1,China,semiconductors,2524,42,"Shangyu, China",China,,0,,True,1983-01-01
2537,Chen Jiancheng,1.1,China,manufacturing,2524,62,"Shangyu, China",China,Married,0,"Master of Arts, Zhejiang University",True,1963-01-01
2538,Chen Jinshi & family,1.1,China,"construction, real estate",2524,58,"Nantong, China",China,Married,0,"EMBA, Fudan University",True,1967-01-01
2539,Chen Yuantai,1.1,China,batteries,2524,53,"Ningde, China",China,,0,,True,1972-01-01
2540,Cheng Antares,1.1,Hong Kong,liquor,2524,63,"Hong Kong, Hong Kong",Hong Kong,,0,,True,1962-01-01
2541,Ron Corio,1.1,United States,solar,2524,59,"Albuquerque, New Mexico",United States,Divorced,2,,True,1966-01-01
2542,Trudy Shan Dai,1.1,China,e-commerce,2524,45,"Hangzhou, China",China,,0,,True,1980-01-01
2543,Weili Dai,1.1,United States,semiconductors,2524,59,"Las Vegas, Nevada",United States,Married,2,"Bachelor of Arts/Science, University of California, Berkeley",True,1966-01-01
2544,Henry Davis,1.1,United States,beef processing,2524,70,"Omaha, Nebraska",United States,Divorced,0,"Bachelor of Arts/Science, University of Denver",False,1955-01-01
2545,Charles Dunstone,1.1,United Kingdom,mobile phones,2524,57,"London, United Kingdom",United Kingdom,Married,0,,True,1968-01-01
2546,Feng Yuxia,1.1,China,pharmaceuticals,2524,56,"Beijing, China",China,Married,0,,True,1969-01-01
2547,Paul Fireman,1.1,United States,Reebok,2524,77,"Brookline, Massachusetts",United States,Married,3,,True,1948-01-01
2548,Richard Fortin,1.1,Canada,convinience stores,2524,72,"Boucherville, Canada",Canada,,0,,True,1953-01-01
2549,Donald Friese,1.1,United States,manufacturing,2524,80,"Los Angeles, California",United States,Married,0,,True,1945-01-01
2550,Soichiro Fukutake,1.1,Japan,education,2524,75,"Auckland, New Zealand",Japan,Married,1,"Bachelor of Arts/Science, Waseda University",False,1950-01-01
2551,Antonio Gallardo Ballart,1.1,Spain,pharmaceuticals,2524,85,"Barcelona, Spain",Spain,Married,3,,False,1940-01-01
2552,Jorge Gallardo Ballart,1.1,Spain,pharmaceuticals,2524,79,"Barcelona, Spain",Spain,Married,3,,False,1946-01-01
2553,Gao Xingjiang,1.1,China,steel,2524,57,"Huzhou, China",China,,0,,True,1968-01-01
2554,Rahul Gautam,1.1,India,mattresses,2524,68,"Delhi, India",India,Married,1,,False,1957-01-01
2555,Simona Giorgetta,1.1,Italy,chemical products,2524,44,"Milan, Italy",Italy,,0,,False,1981-01-01
2556,Anne Gittinger,1.1,United States,Nordstrom department stores,2524,85,"Seattle, Washington",United States,Married,2,"Bachelor of Arts/Science, University of Washington",False,1940-01-01
2557,Gaston Glock & family,1.1,Austria,guns,2524,92,"Velden am Wörther See, Austria",Austria,Married,3,,True,1933-01-01
2558,Radhe Shyam Goenka,1.1,India,consumer goods,2524,75,"Kolkata, India",India,Married,3,"LLB, Calcutta University; M.Com, Calcutta University",True,1950-01-01
2559,David Golub,1.1,United States,private equity,2524,59,"New York, New York",United States,,0,"Bachelor of Arts/Economics, Harvard College; Master of Philosophy, Oxford University; Master of Business Administration, Stanford Business School",True,1966-01-01
2560,Guo Jianqiang,1.1,China,Electrical appliances,2524,53,"Foshan, China",China,,0,,True,1972-01-01
2561,Polys Haji-Ioannou,1.1,Cyprus,EasyJet,2524,61,"Monaco, Monaco",Cyprus,Married,2,,False,1964-01-01
2562,Fahed Hariri,1.1,Lebanon,"construction, investments",2524,40,"London, United Kingdom",Lebanon,Married,3,,False,1985-01-01
2563,Ho Kuang-chi,1.1,Taiwan,Restaurants,2524,58,"Beijing, China",Taiwan,Married,0,,True,1967-01-01
2564,Ming Hsieh,1.1,United States,Fulgent Genetics,2524,65,"Los Angeles, California",United States,Married,2,"Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",True,1960-01-01
2565,Hu Rongda & family,1.1,China,chemicals,2524,62,"Jinhua, China",China,,0,,True,1963-01-01
2566,Huang Qiaolong & family,1.1,China,tourism,2524,61,"Hangzhou, China",China,Married,0,,True,1964-01-01
2567,Mohammed Ibrahim,1.1,United Kingdom,communications,2524,75,"London, United Kingdom",United Kingdom,Married,2,"Bachelor of Arts/Science, University of Alexandria; Ph.D, University of Birmingham; Master, University of Bradford",True,1950-01-01
2568,Hedda im Brahm-Droege,1.1,Germany,investments,2524,66,"Dusseldorf, Germany",Germany,Married,0,,True,1959-01-01
2569,Hiroshi Ishibashi,1.1,Japan,tires,2524,74,"Tokyo, Japan",Japan,Married,3,,False,1951-01-01
2570,Mitchell Jacobson,1.1,United States,industrial equipment,2524,70,"Locust Valley, New York",United States,Married,0,"Bachelor of Arts/Science, Brandeis University; Law Degree, New York University",False,1955-01-01
2571,Jiang Xuefei & family,1.1,China,printed circuit boards,2524,51,"Shenzhen, China",China,Married,0,,True,1974-01-01
2572,Jin Lei & family,1.1,China,medical equipment,2524,55,"Changchun, China",China,Married,0,,True,1970-01-01
2573,Kenji Kasahara,1.1,Japan,social network,2524,45,"Tokyo, Japan",Japan,Married,0,"Bachelor of Arts/Science, Tokyo University",True,1980-01-01
2574,Richard Kayne,1.1,United States,investments,2524,75,"Santa Monica, California",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Business Administration, University of California, Los Angeles",True,1950-01-01
2575,Chang-soo Kim,1.1,South Korea,apparel,2524,60,"Seoul, South Korea",South Korea,,0,"Bachelor of Science, Yonsei University",True,1965-01-01
2576,Alexander Knauf,1.1,Germany,building materials,2524,46,,Germany,,0,,False,1979-01-01
2577,Martin Knauf,1.1,Germany,building materials,2524,0,"Berlin, Germany",Germany,,0,,False,0000-01-01
2578,Robert Knauf,1.1,Germany,building materials,2524,0,"Meerbusch, Germany",Germany,,0,,False,0000-01-01
2579,Gennady Kozovoy,1.1,Russia,coal,2524,69,"Mezhdurechensk, Russia",Russia,Married,2,"Bachelor of Arts/Science, Irkutsk Polytechnic Institute",True,1956-01-01
2580,Eduard Kucera,1.1,Czechia,software,2524,68,"Prague, Czechia",Czechia,Married,2,,True,1957-01-01
2581,Lai Baosheng,1.1,China,consumer technology,2524,0,"Shenzhen, China",China,,0,,True,0000-01-01
2582,Lai Guogui & family,1.1,China,machinery,2524,57,"Hangzhou, China",China,Married,2,,True,1968-01-01
2583,Lam Lung On & family,1.1,China,real estate,2524,56,"Xiamen, China",China,Married,0,,True,1969-01-01
2584,Michiel Le Roux,1.1,South Africa,banking,2524,71,"Stellenbosch, South Africa",South Africa,Married,0,,True,1954-01-01
2585,Lee Ho-jin,1.1,South Korea,diversified,2524,58,"Seoul, South Korea",South Korea,Married,2,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Seoul National University",False,1967-01-01
